Time,UHR_MAER_EnKF,UHR_MAE_EnKF,UHR_SSIMLoss_EnKF_Gauss_11,UHR_SSIMLoss_EnKF_Rect_11,UHR_SSIMLoss_EnKF_Gauss_21,UHR_SSIMLoss_EnKF_Rect_21,UHR_SSIMLoss_EnKF_Gauss_31,UHR_SSIMLoss_EnKF_Rect_31,UHR_SSIMLoss_EnKF_Gauss_51,UHR_SSIMLoss_EnKF_Rect_51,UHR_SSIMLoss_EnKF_Gauss_71,UHR_SSIMLoss_EnKF_Rect_71,UHR_MAER_EnKF(HR),UHR_MAE_EnKF(HR),UHR_SSIMLoss_EnKF(HR)_Gauss_11,UHR_SSIMLoss_EnKF(HR)_Rect_11,UHR_SSIMLoss_EnKF(HR)_Gauss_21,UHR_SSIMLoss_EnKF(HR)_Rect_21,UHR_SSIMLoss_EnKF(HR)_Gauss_31,UHR_SSIMLoss_EnKF(HR)_Rect_31,UHR_SSIMLoss_EnKF(HR)_Gauss_51,UHR_SSIMLoss_EnKF(HR)_Rect_51,UHR_SSIMLoss_EnKF(HR)_Gauss_71,UHR_SSIMLoss_EnKF(HR)_Rect_71,UHR_MAER_SRDA,UHR_MAE_SRDA,UHR_SSIMLoss_SRDA_Gauss_11,UHR_SSIMLoss_SRDA_Rect_11,UHR_SSIMLoss_SRDA_Gauss_21,UHR_SSIMLoss_SRDA_Rect_21,UHR_SSIMLoss_SRDA_Gauss_31,UHR_SSIMLoss_SRDA_Rect_31,UHR_SSIMLoss_SRDA_Gauss_51,UHR_SSIMLoss_SRDA_Rect_51,UHR_SSIMLoss_SRDA_Gauss_71,UHR_SSIMLoss_SRDA_Rect_71,HR_MAER_EnKF,HR_MAE_EnKF,HR_SSIMLoss_EnKF_Gauss_11,HR_SSIMLoss_EnKF_Rect_11,HR_MAER_EnKF(HR),HR_MAE_EnKF(HR),HR_SSIMLoss_EnKF(HR)_Gauss_11,HR_SSIMLoss_EnKF(HR)_Rect_11,HR_MAER_SRDA,HR_MAE_SRDA,HR_SSIMLoss_SRDA_Gauss_11,HR_SSIMLoss_SRDA_Rect_11,LR_MAER_EnKF,LR_MAE_EnKF,LR_SSIMLoss_EnKF_Gauss_11,LR_SSIMLoss_EnKF_Rect_11,LR_MAER_EnKF(HR),LR_MAE_EnKF(HR),LR_SSIMLoss_EnKF(HR)_Gauss_11,LR_SSIMLoss_EnKF(HR)_Rect_11,LR_MAER_SRDA,LR_MAE_SRDA,LR_SSIMLoss_SRDA_Gauss_11,LR_SSIMLoss_SRDA_Rect_11
0.0,0.25780022,0.5323539,0.27274364,0.27945793,0.2944907,0.27895516,0.28724474,0.24946725,0.25587177,0.19700032,0.22306043,0.15453577,0.25010794,0.5164695,0.27278996,0.28021556,0.29542905,0.28114384,0.28881973,0.2514096,0.25795615,0.19707447,0.22460371,0.15301365,,,,,,,,,,,,,0.26070955,0.5390432,0.20421427,0.12605202,0.25316694,0.5234481,0.20576417,0.12426591,,,,,0.2684849,0.54698485,0.02407074,0.008045077,0.25910223,0.5278695,0.022905707,0.007377863,,,,
0.25,0.08129117,0.15858549,0.00079119205,0.003000021,0.0027169585,0.007210493,0.0046283007,0.009125352,0.00734061,0.009271085,0.008344054,0.008262575,0.04502796,0.087842025,0.00048828125,0.0019840598,0.0019856691,0.004915595,0.0031810403,0.0062614083,0.0049679875,0.006113112,0.005570352,0.0049946904,,,,,,,,,,,,,0.08108906,0.15783831,0.009242713,0.0072779655,0.04430321,0.08623536,0.0056177974,0.003724575,,,,,0.08451305,0.15921383,0.0017945766,0.000849545,0.04854579,0.091455236,0.00022774935,0.0001360774,,,,
0.5,0.07679424,0.15287614,0.00018894672,0.0020270944,0.0019833446,0.005156815,0.0033342838,0.006600857,0.005299926,0.0069521666,0.0061184764,0.006269753,0.0368864,0.07343065,0.0004079938,0.0012258291,0.0011715293,0.0027076602,0.0017666817,0.0035948753,0.002784431,0.0037839413,0.0032542944,0.0031992197,,,,,,,,,,,,,0.07652015,0.15197818,0.00559026,0.0050501823,0.036069974,0.071639284,0.0033831,0.0023972988,,,,,0.08263349,0.15892659,0.0018237829,0.0009301305,0.039750244,0.07645049,0.00026273727,0.000107228756,,,,
0.75,0.07629831,0.15501247,-0.00048196316,0.0014022589,0.0017407537,0.0043383837,0.002868116,0.005516529,0.0044642687,0.0058467984,0.0051284432,0.0053095818,0.03263938,0.06631223,0.00017607212,0.000901103,0.0008724332,0.0018408298,0.0012342334,0.0024843216,0.0019003153,0.0027285814,0.0022619367,0.0023878813,,,,,,,,,,,,,0.07600389,0.15406024,0.004638076,0.0042045116,0.03199628,0.06485661,0.002611041,0.0019559264,,,,,0.083101325,0.16307925,0.0012094975,0.00075799227,0.035415605,0.069500096,0.0005874634,0.00018018484,,,,
1.0,0.08826795,0.18296944,0.00024557114,0.0019770265,0.0019413233,0.0048506856,0.0031924844,0.0063898563,0.0050893426,0.007387519,0.006057799,0.006963134,0.074365124,0.15415046,0.0004990101,0.001693964,0.0017037392,0.0038118958,0.0025255084,0.0054742694,0.0041873455,0.006982267,0.0053700805,0.0067879558,0.03404159,0.07056435,0.00028175116,0.0010312796,0.0007953644,0.0015389323,0.0010610223,0.0020643473,0.0015864372,0.002287805,0.0018786192,0.0019697547,0.08817758,0.18237026,0.0068691373,0.0064215064,0.07370892,0.15244596,0.006727457,0.0065401793,0.03403724,0.07039636,0.0014690757,0.0012601614,0.09479945,0.1898451,0.002022028,0.0012432337,0.07619286,0.15258361,0.002246201,0.0009509921,0.03911306,0.0783277,0.0004938841,0.00022250414
1.25,0.08824022,0.18655618,-4.029274e-05,0.0017517805,0.0019235015,0.0046673417,0.0031200647,0.006118834,0.0049002767,0.0070459843,0.0057883263,0.006621778,0.07525866,0.15911075,0.0003939271,0.0015998483,0.0016700625,0.0036651492,0.0024536252,0.0052689314,0.0040428042,0.006707251,0.005173087,0.0065271854,0.03712886,0.07849729,-0.00022888184,0.0006712675,0.00080639124,0.00156039,0.0010766387,0.002162397,0.0016309023,0.0024828315,0.0019734502,0.0021564364,0.08809807,0.18584724,0.0062646866,0.005609393,0.074629165,0.15743391,0.004547477,0.0050908923,0.037048727,0.07815613,0.0012880564,0.0012152791,0.0951599,0.1944443,0.0018724799,0.0013150573,0.07883044,0.16107762,0.0015361905,0.0007736087,0.04242097,0.08668058,0.00044214725,0.00022900105
1.5,0.090321474,0.1946865,0.00017654896,0.0020384192,0.0020279288,0.004813552,0.0032440424,0.0062835813,0.0050477386,0.007279277,0.005962193,0.0067127943,0.08018043,0.17282765,0.0005517006,0.0018441081,0.0018498302,0.0040923357,0.0027401447,0.005816996,0.0044881105,0.0072609186,0.0056732893,0.0069052577,0.043540634,0.09385115,-6.759167e-05,0.000888288,0.0009086132,0.0018203259,0.0012361407,0.002580583,0.0019350052,0.0030590892,0.002372563,0.0026367307,0.090153106,0.19391917,0.0065387487,0.005804777,0.079667196,0.171364,0.007370949,0.006676197,0.04350263,0.09357407,0.0035719872,0.0027654767,0.09653152,0.20119722,0.0019203424,0.0014007688,0.08329743,0.17361388,0.002656281,0.0012125969,0.04884666,0.10180936,0.0006260276,0.00040769577
1.75,0.093717925,0.20587316,5.4001808e-05,0.002162397,0.0022289157,0.0052095056,0.0035386086,0.006823778,0.0054882765,0.007977784,0.0065020323,0.00730139,0.08782788,0.19293433,0.00096952915,0.0023706555,0.0021446943,0.004823327,0.0032162666,0.0068441033,0.0052773356,0.00843817,0.00661397,0.007972777,0.046381038,0.10188671,-0.00057685375,0.0005868077,0.0009920001,0.0020475984,0.0013785958,0.0029209852,0.0021921992,0.0034822226,0.002688706,0.0029881597,0.093455635,0.20489517,0.005761981,0.005899608,0.0873993,0.19161706,0.0045233965,0.0060326457,0.046276905,0.10145898,0.000654161,0.0013355017,0.098939076,0.21029603,0.0024459958,0.001742065,0.09007372,0.19145264,0.0030612946,0.0015692115,0.051739745,0.10997337,0.0010471344,0.00055772066
2.0,0.105953075,0.23711246,-6.1035156e-05,0.0025278926,0.0029828548,0.007234931,0.00481236,0.009845912,0.0077370405,0.011799753,0.009396374,0.010743737,0.108164206,0.24206075,0.00081962347,0.0027990341,0.002815485,0.0067542195,0.004340291,0.009928405,0.0073895454,0.012197971,0.009284258,0.011088431,0.047224615,0.105684,-0.0002565384,0.0007569194,0.0009279847,0.0017517805,0.0012261868,0.0024151206,0.0018347502,0.0028555393,0.002221167,0.002567768,0.10586033,0.23649654,0.011832118,0.009958923,0.108028315,0.2413399,0.010307193,0.009979963,0.047536917,0.106199525,0.0021632314,0.0022909045,0.10948731,0.2373117,0.0041648746,0.0026189089,0.11407849,0.24726301,0.004803121,0.0026485324,0.05315779,0.11521853,0.0011340976,0.00070279837
2.25,0.10918099,0.24882288,0.0006955266,0.0032483935,0.003258586,0.007830381,0.0052376986,0.010694027,0.008430004,0.012922525,0.010276854,0.011733472,0.10510097,0.23952453,0.00100106,0.0028041601,0.002670765,0.006284952,0.0040643215,0.0091897845,0.006833911,0.01129514,0.008561909,0.01031661,0.05901998,0.13450621,8.183718e-05,0.0011151433,0.0012066364,0.002505958,0.001691699,0.003569007,0.002667427,0.004316807,0.0032868981,0.0038496852,0.10906673,0.24819222,0.010504246,0.009546161,0.1048608,0.2386212,0.010211408,0.009588599,0.059281122,0.13490011,0.0015912652,0.0021229386,0.11222628,0.2480113,0.004265189,0.0029568076,0.11025889,0.24366353,0.0042592287,0.002471149,0.06339116,0.1400895,0.0021194816,0.0010561347
