Time,UHR_MAER_EnKF,UHR_MAE_EnKF,UHR_SSIMLoss_EnKF,UHR_MAER_EnKF(HR),UHR_MAE_EnKF(HR),UHR_SSIMLoss_EnKF(HR),UHR_MAER_SRDA,UHR_MAE_SRDA,UHR_SSIMLoss_SRDA,HR_MAER_EnKF,HR_MAE_EnKF,HR_SSIMLoss_EnKF,HR_MAER_EnKF(HR),HR_MAE_EnKF(HR),HR_SSIMLoss_EnKF(HR),HR_MAER_SRDA,HR_MAE_SRDA,HR_SSIMLoss_SRDA,LR_MAER_EnKF,LR_MAE_EnKF,LR_SSIMLoss_EnKF,LR_MAER_EnKF(HR),LR_MAE_EnKF(HR),LR_SSIMLoss_EnKF(HR),LR_MAER_SRDA,LR_MAE_SRDA,LR_SSIMLoss_SRDA
0.0,0.25695226,0.53007406,0.2704625,0.24946469,0.51462775,0.27089214,,,,0.26209608,0.54174733,0.20599997,0.25541735,0.52794254,0.20742965,,,,0.26201198,0.53253156,0.02402103,0.24849805,0.5050649,0.022042215,,,
0.25,0.08184866,0.1596873,0.00036883354,0.046083264,0.089908764,0.0006649494,,,,0.08164139,0.15894908,0.0080356,0.04541066,0.08841082,0.0049081445,,,,0.08462707,0.15974796,0.0016055107,0.048394527,0.09135288,0.0009840727,,,
0.5,0.07745738,0.15420544,-0.00011897087,0.038293496,0.076236315,-0.00016891956,,,,0.07720882,0.15337673,0.0077770352,0.037526675,0.074547425,0.003242612,,,,0.08254371,0.15886891,0.0014715791,0.040824447,0.078573346,0.0001193881,,,
0.75,0.077492036,0.15744315,6.9737434e-05,0.03482429,0.07075367,-0.00017213821,,,,0.07720058,0.15651223,0.003745079,0.03421166,0.069358855,0.0030676126,,,,0.083722346,0.16443713,0.0014883876,0.037601367,0.07385198,0.0005636811,,,
1.0,0.08014187,0.16612905,-0.00012779236,0.17141213,0.35532653,0.0031977296,0.038381975,0.07956342,-0.00010848045,0.07990078,0.16530296,0.006780088,0.17009373,0.3518989,0.01797098,0.038585678,0.07982809,0.0011717677,0.08604245,0.17258167,0.0014941096,0.17099652,0.3429803,0.012814999,0.042625286,0.08549667,0.0006721616
1.25,0.083735555,0.1770331,-1.2516975e-05,0.16497804,0.34879538,0.0032904744,0.038391363,0.08116674,-0.00057446957,0.08344958,0.17610222,0.0060785413,0.16385764,0.34578598,0.018989086,0.0385813,0.081417456,0.0018264651,0.08886992,0.1819087,0.0014098883,0.16718125,0.3422049,0.012141287,0.04279756,0.08760274,0.00066131353
1.5,0.08786389,0.18938805,0.00011861324,0.16210702,0.34941694,0.0033478737,0.043112136,0.09292695,-0.00050258636,0.08754124,0.18839364,0.006423235,0.16095988,0.3463947,0.019352913,0.043354876,0.09330212,0.0032148957,0.09241454,0.19308567,0.0015788078,0.16659255,0.34806895,0.011104345,0.047593873,0.09943992,0.00061392784
1.75,0.09246451,0.2031174,-1.5497208e-06,0.1616481,0.35509348,0.003998339,0.041288767,0.090699315,-0.00036346912,0.09210043,0.20205161,0.0047905445,0.16021281,0.3514778,0.017993808,0.041439883,0.090911575,0.00010538101,0.09621736,0.20516954,0.0019241571,0.16834722,0.358976,0.011260867,0.046438288,0.0990229,0.00095647573
2.0,0.10555684,0.23622043,0.0008249879,0.16363996,0.3662018,0.0039878488,0.043478925,0.097299345,0.0002619624,0.10526988,0.23534831,0.009586513,0.16232419,0.3629027,0.019900382,0.043745425,0.09780017,0.0014529824,0.10945456,0.23820372,0.0032784939,0.16989823,0.36974603,0.012510836,0.04798118,0.10442046,0.00058299303
2.25,0.10776739,0.24559459,0.0005925894,0.1576532,0.35928097,0.0035551786,0.045040414,0.102644056,-0.00053441525,0.10751219,0.24484468,0.010946751,0.15623392,0.3558019,0.019881487,0.045292582,0.10314782,0.0034992099,0.11035653,0.24505141,0.0038157105,0.16324064,0.36248285,0.011577964,0.04933538,0.109551325,0.0007428527
2.5,0.111888945,0.25957137,0.0010724664,0.1554505,0.36062992,0.0038417578,0.050265,0.11660987,0.00015813112,0.111508876,0.2585821,0.0116708875,0.1540777,0.35729653,0.020388424,0.05052574,0.11716602,0.0030314326,0.11447628,0.2593734,0.0036253333,0.15855116,0.35923558,0.011384845,0.05410564,0.12258927,0.0009498596
2.75,0.11792654,0.27839842,0.00035965443,0.15743454,0.37166804,0.003863752,0.04891674,0.11548158,5.0902367e-05,0.11765242,0.277714,0.012933016,0.15601195,0.3682602,0.020035446,0.049138684,0.11598997,0.0020666122,0.120716356,0.27920273,0.005146265,0.15803239,0.3655103,0.01211673,0.05294455,0.12245452,0.0014547706
3.0,0.13354218,0.32070205,0.0016496181,0.13162187,0.3160904,0.0032964945,0.061824184,0.14847101,-1.3589859e-05,0.13323973,0.31995684,0.017724633,0.13015312,0.31254476,0.013570905,0.062114354,0.14915906,0.0032031536,0.13814424,0.3261978,0.006919384,0.13111047,0.3095891,0.007439673,0.0648768,0.15319258,0.0018066764
3.25,0.13454007,0.32855588,0.0012561679,0.12758291,0.31156603,0.0029608011,0.0751528,0.18352818,0.00039440393,0.1341712,0.32761508,0.017433763,0.12611389,0.30794096,0.0126597285,0.07536249,0.18401778,0.0054492354,0.13864867,0.3345043,0.007140577,0.12709066,0.3066194,0.0066205263,0.07732918,0.18656465,0.0023729801
3.5,0.1387483,0.34443083,0.0016547441,0.1235232,0.3066358,0.0029479861,0.09078204,0.22535866,0.00066030025,0.13844086,0.34365666,0.020060241,0.12206327,0.303002,0.01226455,0.09092621,0.22570936,0.008662999,0.14042127,0.34644872,0.008291125,0.124260694,0.30657718,0.0065849423,0.09114835,0.22488207,0.0035929084
3.75,0.1481499,0.37369856,0.0031000376,0.11877281,0.2995968,0.0027118325,0.090829544,0.22911169,0.0013979673,0.14802048,0.3730358,0.027239025,0.1173783,0.29581252,0.010978937,0.09114187,0.22969243,0.010726571,0.14704534,0.37083238,0.009774148,0.120649666,0.30426535,0.006617248,0.08908568,0.22466442,0.0049310327
4.0,0.15500458,0.39711237,0.004594624,0.15103486,0.3869422,0.006621957,0.086164884,0.22074924,0.0017598867,0.15488519,0.39671728,0.03573793,0.14968826,0.38340607,0.028508425,0.08626495,0.22095592,0.012030721,0.15497842,0.39871374,0.012637198,0.15445969,0.3973792,0.0155287385,0.08538527,0.21967109,0.0045740604
4.25,0.18090592,0.47045767,0.007337272,0.16800702,0.43691325,0.008358061,0.11433609,0.2973385,0.0037549138,0.18091306,0.47036302,0.05297321,0.16667728,0.43335086,0.035933733,0.11443979,0.29753655,0.024606824,0.18127772,0.4724807,0.01841265,0.16903347,0.44056737,0.019747436,0.11573396,0.301648,0.0091536045
4.5,0.22339666,0.5892649,0.011688292,0.21538779,0.56813955,0.013954282,0.14067887,0.37107596,0.0068727136,0.22344713,0.5893969,0.07914138,0.21424426,0.56512207,0.058154285,0.14069112,0.37110752,0.035440862,0.22500199,0.5930434,0.027769983,0.21555847,0.56815284,0.03113544,0.14421052,0.38009927,0.013425946
4.75,0.2815839,0.75258857,0.0186553,0.28219616,0.75422496,0.024644136,0.16923231,0.45230675,0.010859132,0.28164366,0.7526733,0.112502515,0.28133062,0.7518367,0.10422081,0.16937925,0.4526544,0.05553758,0.2822961,0.7536464,0.046804667,0.282791,0.75496763,0.05647838,0.17502324,0.46725985,0.020518899
5.0,0.23221898,0.6279611,0.01805818,0.23564298,0.6372202,0.023634136,0.1552464,0.41981366,0.010193348,0.23215681,0.6277745,0.10687572,0.23408112,0.632978,0.0911693,0.15515913,0.41956532,0.045402944,0.23074864,0.6251478,0.029739022,0.23112604,0.6261703,0.04407537,0.15740092,0.42643303,0.017876923
5.25,0.3060262,0.8353103,0.029456735,0.27813068,0.7591684,0.031805992,0.17408991,0.4751851,0.013261616,0.30630594,0.8362422,0.16407472,0.2768626,0.75585926,0.1205039,0.17424423,0.47570205,0.05858755,0.31580666,0.8640115,0.065566,0.27434707,0.75058275,0.06331837,0.1773901,0.48531938,0.021625519
5.5,0.3864475,1.0607457,0.039800704,0.32800278,0.900323,0.043604493,0.20784424,0.5705041,0.02035302,0.3863735,1.0605991,0.21567851,0.32671818,0.8968446,0.1649223,0.20815359,0.57138366,0.09263027,0.39327174,1.0766615,0.10816616,0.33229572,0.90972716,0.09528053,0.21025538,0.5756169,0.032957315
5.75,0.46140137,1.2684093,0.048484027,0.38383815,1.0551851,0.056889057,0.32250416,0.88657576,0.038835347,0.4615666,1.2690492,0.26657653,0.38242155,1.0514448,0.21823376,0.3224977,0.88668776,0.17106175,0.4611661,1.2625741,0.14747453,0.38535535,1.0550205,0.12967896,0.32250074,0.8829379,0.08068067
6.0,0.37664908,1.0338478,0.044449806,0.2756757,0.7566904,0.039174438,0.2074783,0.56949824,0.022239268,0.37646228,1.0335962,0.24963284,0.27408487,0.7525138,0.14318717,0.2080326,0.57116395,0.104691625,0.3774164,1.0405109,0.10134208,0.27415273,0.7558201,0.05673766,0.20300813,0.5596794,0.029540122
6.25,0.42878273,1.1731763,0.0542174,0.3295932,0.9017876,0.050569832,0.23398107,0.6401868,0.026175559,0.42907137,1.1739756,0.28752714,0.32859227,0.8990563,0.17891353,0.23475891,0.6423203,0.11475277,0.43002144,1.1702918,0.124506235,0.32088888,0.8732905,0.080308855,0.23119903,0.62920195,0.034795225
6.5,0.50855,1.3856425,0.06506503,0.3795632,1.0341932,0.06212747,0.30285498,0.8251868,0.041825116,0.5085668,1.3860239,0.3411193,0.3785474,1.0316751,0.20757383,0.30306128,0.82594883,0.16049248,0.5122698,1.4038084,0.16851461,0.37278107,1.0215577,0.10818553,0.3062357,0.8391988,0.05704826
6.75,0.56753254,1.5378222,0.07132834,0.413358,1.1200612,0.0652017,0.36881256,0.999358,0.055353343,0.5680203,1.5392125,0.38015252,0.4128229,1.118661,0.23472762,0.36897886,0.99985313,0.22177863,0.55811304,1.507893,0.17986935,0.4007718,1.0827931,0.10511637,0.35862318,0.9689173,0.07793349
7.0,0.49453348,1.3301963,0.06516546,0.38968462,1.0481738,0.057629526,0.29080185,0.7821989,0.041113675,0.49477908,1.3314116,0.3323983,0.38782507,1.0436068,0.21665263,0.2917426,0.78505635,0.16235995,0.49713084,1.3445586,0.13553482,0.39324343,1.0635809,0.09483057,0.28570935,0.7727402,0.05065781
7.25,0.504971,1.3461283,0.062186897,0.4005547,1.0677801,0.05303824,0.3338292,0.8899064,0.04396051,0.50543,1.3477925,0.33310348,0.3994485,1.0651796,0.21351212,0.3344455,0.89184093,0.19576049,0.50880396,1.3478761,0.14221883,0.41055813,1.0876124,0.095653415,0.32564184,0.8626601,0.07082498
