Time,UHR_MAER_EnKF,UHR_MAE_EnKF,UHR_SSIMLoss_EnKF_Gauss_11,UHR_SSIMLoss_EnKF_Rect_11,UHR_SSIMLoss_EnKF_Gauss_21,UHR_SSIMLoss_EnKF_Rect_21,UHR_SSIMLoss_EnKF_Gauss_31,UHR_SSIMLoss_EnKF_Rect_31,UHR_SSIMLoss_EnKF_Gauss_51,UHR_SSIMLoss_EnKF_Rect_51,UHR_SSIMLoss_EnKF_Gauss_71,UHR_SSIMLoss_EnKF_Rect_71,UHR_MAER_EnKF(HR),UHR_MAE_EnKF(HR),UHR_SSIMLoss_EnKF(HR)_Gauss_11,UHR_SSIMLoss_EnKF(HR)_Rect_11,UHR_SSIMLoss_EnKF(HR)_Gauss_21,UHR_SSIMLoss_EnKF(HR)_Rect_21,UHR_SSIMLoss_EnKF(HR)_Gauss_31,UHR_SSIMLoss_EnKF(HR)_Rect_31,UHR_SSIMLoss_EnKF(HR)_Gauss_51,UHR_SSIMLoss_EnKF(HR)_Rect_51,UHR_SSIMLoss_EnKF(HR)_Gauss_71,UHR_SSIMLoss_EnKF(HR)_Rect_71,UHR_MAER_SRDA,UHR_MAE_SRDA,UHR_SSIMLoss_SRDA_Gauss_11,UHR_SSIMLoss_SRDA_Rect_11,UHR_SSIMLoss_SRDA_Gauss_21,UHR_SSIMLoss_SRDA_Rect_21,UHR_SSIMLoss_SRDA_Gauss_31,UHR_SSIMLoss_SRDA_Rect_31,UHR_SSIMLoss_SRDA_Gauss_51,UHR_SSIMLoss_SRDA_Rect_51,UHR_SSIMLoss_SRDA_Gauss_71,UHR_SSIMLoss_SRDA_Rect_71,HR_MAER_EnKF,HR_MAE_EnKF,HR_SSIMLoss_EnKF_Gauss_11,HR_SSIMLoss_EnKF_Rect_11,HR_MAER_EnKF(HR),HR_MAE_EnKF(HR),HR_SSIMLoss_EnKF(HR)_Gauss_11,HR_SSIMLoss_EnKF(HR)_Rect_11,HR_MAER_SRDA,HR_MAE_SRDA,HR_SSIMLoss_SRDA_Gauss_11,HR_SSIMLoss_SRDA_Rect_11,LR_MAER_EnKF,LR_MAE_EnKF,LR_SSIMLoss_EnKF_Gauss_11,LR_SSIMLoss_EnKF_Rect_11,LR_MAER_EnKF(HR),LR_MAE_EnKF(HR),LR_SSIMLoss_EnKF(HR)_Gauss_11,LR_SSIMLoss_EnKF(HR)_Rect_11,LR_MAER_SRDA,LR_MAE_SRDA,LR_SSIMLoss_SRDA_Gauss_11,LR_SSIMLoss_SRDA_Rect_11
0.0,0.2589358,0.53483117,0.27308297,0.28081506,0.29552746,0.28067786,0.2887835,0.25112325,0.25761676,0.19847578,0.22475165,0.1557355,0.25126252,0.518982,0.27342504,0.28184462,0.29652876,0.28298587,0.29043978,0.25319248,0.25980502,0.19861925,0.22640842,0.15428096,,,,,,,,,,,,,0.26242772,0.5447242,0.20699483,0.1286614,0.25553185,0.5304104,0.21001667,0.12852305,,,,,0.29387978,0.59604675,0.028097034,0.009654641,0.2818626,0.57167345,0.026734054,0.008894324,,,,
0.25,0.08162531,0.15919636,0.00078868866,0.0030361414,0.0027701259,0.007331729,0.004714668,0.009306371,0.0074971914,0.009564519,0.008571029,0.00856638,0.04730407,0.09225859,0.0004517436,0.0020018816,0.0020914674,0.0051859617,0.0033522844,0.0066404343,0.0052631497,0.0066960454,0.0060025454,0.005542159,,,,,,,,,,,,,0.0814208,0.158456,0.009373844,0.0074380636,0.04659551,0.090681225,0.007715404,0.0052649975,,,,,0.08464362,0.15992947,0.0014134645,0.0007842779,0.049689535,0.09388565,0.0006148219,0.00026118755,,,,
0.5,0.077507176,0.15425788,0.0007413626,0.0023727417,0.0019994974,0.0051920414,0.003360927,0.006673157,0.005337119,0.0070636272,0.0061846375,0.006436348,0.03986813,0.07934715,0.00030457973,0.0011983514,0.0012547374,0.0029566288,0.0019171834,0.003989458,0.0030602813,0.0042841434,0.00363034,0.0036749244,,,,,,,,,,,,,0.07731135,0.15354045,0.0074921846,0.005951643,0.03928619,0.07802243,0.00400275,0.003073573,,,,,0.08229242,0.1583926,0.0016086698,0.00083327293,0.041322287,0.0795352,0.0006632805,0.00020927191,,,,
0.75,0.077729195,0.157882,0.00057667494,0.0021354556,0.001775384,0.0044204593,0.0029186606,0.005613506,0.0045424104,0.0060281754,0.005237639,0.0055006146,0.03634025,0.073813595,0.00027757883,0.0009844303,0.00095027685,0.0020663738,0.0013665557,0.0028595924,0.0021523833,0.003242433,0.002618432,0.00283283,,,,,,,,,,,,,0.0775308,0.15715523,0.0038591623,0.0038684607,0.035885125,0.07273928,0.0027031302,0.0024012923,,,,,0.084119275,0.16524345,0.00081568956,0.0006325841,0.038668133,0.075959474,0.00047659874,0.00021135807,,,,
1.0,0.08061392,0.16706748,0.00018978119,0.0018728375,0.0017839074,0.00428617,0.0028814673,0.0054399967,0.004424095,0.0059194565,0.0050845146,0.0054083467,0.03502502,0.07258724,-0.00013256073,0.0006597042,0.00082570314,0.0016830564,0.0011307597,0.0023329854,0.0017604828,0.0027560592,0.002157867,0.002439022,0.07272849,0.15072541,0.00024461746,0.0013489723,0.0013923645,0.0030762553,0.0020359755,0.0043613315,0.0032746196,0.0053221583,0.0040545464,0.004931152,0.08033015,0.16614766,0.0036913157,0.0037807822,0.03467966,0.0717283,0.0028668642,0.002174735,0.07265319,0.15026934,0.0056715608,0.0045078993,0.08698915,0.17443636,0.0018097162,0.0010405183,0.038374983,0.07695204,0.00039047003,0.00019174814,0.07565783,0.15171406,0.0015669465,0.0009006858
1.25,0.08432308,0.17823991,0.00023972988,0.0020333529,0.0018818378,0.0044158697,0.0030002594,0.005601883,0.004567027,0.0061932206,0.005263984,0.0055887103,0.03563991,0.075334705,0.00010091066,0.00082319975,0.0007901192,0.0015377402,0.0010564923,0.0021432638,0.0016155839,0.0025362372,0.0019811988,0.0022565722,0.08178407,0.17287302,0.0002411604,0.0014798045,0.0015785694,0.0035627484,0.002339542,0.00515604,0.0038312674,0.006429732,0.0047909617,0.005936563,0.08404107,0.17732841,0.006285906,0.005017221,0.035408907,0.074713536,0.002380848,0.0022013783,0.08173767,0.17246819,0.0055863857,0.005199969,0.090482146,0.18525806,0.0017765164,0.0011276007,0.03957155,0.081020944,0.000101447105,0.00010174513,0.08607005,0.1762245,0.001924634,0.0011412501
1.5,0.088945374,0.19168498,0.00033277273,0.0021915436,0.0020689964,0.0047653913,0.0032610893,0.0061126947,0.004969716,0.006870091,0.005763471,0.0061344504,0.03803182,0.08196186,-0.000516057,0.000382483,0.000810802,0.0015594363,0.0010740161,0.0021701455,0.0016402006,0.0025744438,0.0020132065,0.002262473,0.0856907,0.18467087,0.0005341768,0.0017941594,0.0017627478,0.004096985,0.002663076,0.005989313,0.0044348836,0.0074825883,0.0055776834,0.0067901015,0.08864739,0.19077012,0.004059553,0.0040830374,0.03790467,0.08157125,0.0017223358,0.0015864372,0.085753426,0.18454228,0.0068784356,0.006223023,0.09440942,0.1974298,0.0016853213,0.0012182593,0.042510662,0.088898666,0.00050497055,0.00021594763,0.090922214,0.19013733,0.0028067231,0.0014727116
1.75,0.09430792,0.20713274,-3.9935112e-05,0.0022072792,0.0023360848,0.005373001,0.0036723614,0.0069561005,0.0056371093,0.007912815,0.0065945983,0.0070170164,0.041546963,0.09125147,-0.0003386736,0.0006226897,0.00090384483,0.0017756224,0.0012164116,0.002495885,0.0018845797,0.002932489,0.002305746,0.002585709,0.08312085,0.18256208,0.0006259084,0.0020120144,0.0018965006,0.004395008,0.0028643012,0.0063993335,0.0047749877,0.007967591,0.006008506,0.00726521,0.094027564,0.20628715,0.008530855,0.006639123,0.041457307,0.090953216,0.003950596,0.0030893087,0.083363034,0.18289024,0.0067378283,0.0064464808,0.09838605,0.2100604,0.0020051599,0.0015397668,0.046222147,0.098687194,0.0012463927,0.0004916191,0.08834209,0.18861593,0.0032653809,0.0017261505
2.0,0.10376019,0.23216501,0.0006753206,0.0030891895,0.003029406,0.007865965,0.0050467253,0.011014402,0.008471847,0.013463199,0.010458291,0.012564659,0.090419,0.20231389,0.0016418695,0.004551649,0.0044281483,0.010178924,0.0068084598,0.0135113,0.010464609,0.01398766,0.011847556,0.011043131,0.08163782,0.18266587,0.00026398897,0.0015217066,0.0016433,0.0036212206,0.0023978949,0.005207002,0.0038746595,0.0063484907,0.0047950745,0.0057896376,0.1039075,0.23232228,0.011262834,0.0106678605,0.08990557,0.20101595,0.0125697255,0.009085774,0.08167249,0.18260796,0.003993094,0.0045773983,0.10775685,0.23500888,0.0043415427,0.0022542477,0.09759465,0.21284595,0.0036001801,0.0019378662,0.085535415,0.18654574,0.002797842,0.001542151
2.25,0.09969712,0.22716877,0.001431644,0.0035544038,0.0029927492,0.007617116,0.004939556,0.010509372,0.008149564,0.012538493,0.009908974,0.011486292,0.08322455,0.18963455,0.0014228225,0.0030650496,0.002722919,0.0067019463,0.0042637587,0.009549022,0.0070610642,0.010487676,0.008428693,0.008445919,0.09161668,0.20875676,0.0009672642,0.0022058487,0.0020338297,0.0046084523,0.0030313134,0.006648004,0.004957378,0.008177996,0.0061587095,0.0074774027,0.09976281,0.22720088,0.010311902,0.009350359,0.08298588,0.1889929,0.007761061,0.006233573,0.09160915,0.20863165,0.006598115,0.0064904094,0.103382304,0.23026256,0.0036548972,0.0020802617,0.09073595,0.20209543,0.002873838,0.0015240908,0.096552804,0.21505126,0.0028716922,0.0017399192
2.5,0.098949336,0.22951657,0.0010645986,0.003423214,0.0031889677,0.0080528855,0.0052527785,0.011026084,0.008608818,0.012837827,0.010371089,0.011548698,0.07902011,0.18329,0.00066649914,0.0022363663,0.0022809505,0.005723715,0.0035945177,0.008333802,0.0061203837,0.009389102,0.007432699,0.0076493025,0.102906756,0.23869595,0.0010333061,0.0028069615,0.0027570724,0.0064494014,0.004222572,0.009256184,0.006970346,0.011253893,0.008601487,0.010258913,0.09889271,0.22926609,0.013124406,0.01061368,0.078789204,0.18265949,0.007557094,0.006246805,0.102949895,0.23867199,0.010825753,0.009627819,0.10186987,0.23176663,0.0034820437,0.0021871924,0.08515578,0.19373998,0.00234437,0.0013178587,0.106830366,0.24305236,0.004480362,0.0025823116
2.75,0.100628726,0.23751505,0.0012497306,0.0038518906,0.003661871,0.009237587,0.006044388,0.012553334,0.009885073,0.014262319,0.01180321,0.012525439,0.076198705,0.1798526,0.0006377101,0.002073288,0.0021644235,0.0054140687,0.0034046173,0.007887125,0.005828142,0.009004295,0.007129431,0.0074546337,0.10838898,0.25583166,0.0015209913,0.0037333965,0.003629744,0.008515537,0.00562346,0.012016416,0.00921917,0.014443576,0.011282384,0.013241291,0.10049743,0.23713478,0.013097227,0.010621071,0.07588841,0.17906708,0.007922709,0.006366074,0.10850439,0.2560281,0.011272848,0.011161685,0.10259487,0.23880064,0.0045239925,0.002617538,0.0803585,0.18704309,0.0026128292,0.0014423728,0.1109883,0.25833726,0.00590539,0.003302157
3.0,0.10309153,0.24750903,0.0012048483,0.004511833,0.0043693185,0.011566818,0.007396698,0.015830934,0.012329817,0.017596602,0.014706612,0.015242815,0.09845731,0.23638287,0.0017212033,0.0053990483,0.005353868,0.0135323405,0.008694291,0.018507898,0.014295518,0.02023834,0.01692164,0.017332911,0.08401668,0.20171286,0.0008224845,0.0021093488,0.0021701455,0.0046001673,0.0031478405,0.006257832,0.0048630834,0.007262945,0.0057829022,0.0065838695,0.10316671,0.24768527,0.01383692,0.011757135,0.09798789,0.23525183,0.017518163,0.01408571,0.083918676,0.2014741,0.004809797,0.005135417,0.103263594,0.24600334,0.0042663813,0.0020713806,0.100545384,0.23952779,0.0036177635,0.0019108057,0.08605373,0.20500454,0.0031933188,0.001861453
3.25,0.10783079,0.26322064,0.002060771,0.0060048103,0.005595386,0.014734089,0.009471178,0.01990211,0.01565361,0.021281779,0.018421888,0.017760575,0.0920908,0.2247985,0.001306951,0.003545165,0.0034192204,0.008397818,0.0053877234,0.011787891,0.008906782,0.013580024,0.010805726,0.011937559,0.09864442,0.24079622,0.00086921453,0.0029602647,0.003194511,0.007175207,0.004814863,0.009647012,0.0074844956,0.010700643,0.008723974,0.009462237,0.10779801,0.26311454,0.018253148,0.01386869,0.0917783,0.22401345,0.012019336,0.010219395,0.09858364,0.240624,0.008974493,0.008191645,0.107012086,0.26059932,0.0050222874,0.0024256706,0.09260682,0.22551915,0.0034038424,0.0018352866,0.10052885,0.24481115,0.004552722,0.0026624203
3.5,0.118243426,0.29331967,0.0027996302,0.00847733,0.008125067,0.021008193,0.01368475,0.028048694,0.022455573,0.02940625,0.026336849,0.023862064,0.08973455,0.22259934,0.0010527968,0.003264904,0.003374219,0.008019388,0.0052480698,0.010963023,0.008437157,0.012417972,0.010051072,0.010837615,0.11377343,0.2822312,0.0019629002,0.005522132,0.005725205,0.012668729,0.008689225,0.016336739,0.013080537,0.017443359,0.014838576,0.015195429,0.11822263,0.29316044,0.028363287,0.019385815,0.089555636,0.22207397,0.011161327,0.00942409,0.11385345,0.28232604,0.015866458,0.013898432,0.116923966,0.28995925,0.0067610145,0.0032390952,0.09124577,0.22628,0.0037472844,0.00199306,0.11377439,0.28214863,0.0069748163,0.004099667
3.75,0.13590224,0.34236407,0.0043797493,0.012715936,0.012214184,0.030616581,0.020304143,0.04075992,0.033020377,0.043454885,0.038980186,0.035544813,0.0894407,0.22531845,0.0017175674,0.004358709,0.0041558146,0.009557962,0.006432414,0.012489736,0.009899557,0.013338923,0.011369348,0.011350274,0.13635549,0.3435059,0.0050329566,0.011233985,0.010761261,0.022793472,0.01617378,0.02878052,0.0238356,0.031057715,0.027084768,0.027878523,0.13587444,0.34230742,0.040703177,0.027696192,0.08936502,0.22513661,0.012203991,0.009747803,0.13643184,0.3437117,0.029390514,0.02545017,0.13671711,0.34347764,0.00986594,0.0045951605,0.091290854,0.22935218,0.0037578344,0.0021012425,0.13643415,0.34276676,0.013124883,0.0075871944
4.0,0.15907109,0.40658298,0.0070747733,0.018871486,0.017735898,0.044534266,0.0294832,0.059695005,0.047995687,0.06505346,0.056979418,0.053954124,0.09985313,0.2552229,0.0037183166,0.009290993,0.00867486,0.020230293,0.0137274265,0.025722623,0.020848691,0.026530206,0.023437142,0.022352517,0.08513663,0.21760777,0.0024645925,0.0057207346,0.0054151416,0.010923266,0.007953048,0.012611628,0.010809302,0.011685073,0.011314452,0.009677708,0.15912515,0.40668613,0.059481263,0.04089415,0.09937819,0.25398707,0.023593247,0.017569304,0.08516044,0.21764989,0.012452006,0.008794785,0.1585219,0.4061587,0.012251675,0.005470276,0.100114256,0.25650886,0.004691601,0.002302289,0.08361356,0.21423142,0.0034784675,0.00192976
4.25,0.18109848,0.4690518,0.01083833,0.028116047,0.026818097,0.06325781,0.043239295,0.08247429,0.067925215,0.0883857,0.07947719,0.07402861,0.09491026,0.24582112,0.003262937,0.008740485,0.008533418,0.018058538,0.012897074,0.021602213,0.018175721,0.021351337,0.019657016,0.018028319,0.10342185,0.26786646,0.0037700534,0.009388447,0.009242892,0.018734336,0.013674617,0.021750271,0.018666983,0.02055931,0.01972735,0.017075121,0.18101433,0.46877962,0.083418965,0.05751884,0.094747335,0.24537073,0.018613756,0.014027774,0.10346008,0.26793447,0.020207584,0.014005899,0.18666238,0.4849034,0.019003272,0.008400619,0.09465136,0.24588117,0.00586766,0.0028345585,0.10412413,0.27048913,0.0070709586,0.0037450194
4.5,0.21317554,0.55858195,0.016442955,0.040356934,0.038447976,0.08583963,0.060182154,0.10960269,0.09153074,0.116591394,0.10582197,0.09981519,0.095241114,0.24955943,0.004223764,0.010899901,0.010640144,0.02105546,0.0156110525,0.024052382,0.02088368,0.022706568,0.021855116,0.018852055,0.12952827,0.33940175,0.00778538,0.017528296,0.017012477,0.03146851,0.023962557,0.035390973,0.031025946,0.033086002,0.032180548,0.027668178,0.21322177,0.55867463,0.11177486,0.08042425,0.09522813,0.24951269,0.02208674,0.015693665,0.12957126,0.3394971,0.032466233,0.023447573,0.21611512,0.56830287,0.02736777,0.01178211,0.100361936,0.2639148,0.0066311955,0.0031837225,0.13379413,0.35182908,0.012030065,0.00665015
4.75,0.26564303,0.70252216,0.024703741,0.059460938,0.05664313,0.12280202,0.08724445,0.15664965,0.13140005,0.16782826,0.15207511,0.14456534,0.102363534,0.2707116,0.0059894323,0.0146020055,0.014171481,0.027139902,0.020473719,0.030225873,0.026622713,0.027744055,0.027324677,0.022841394,0.15950663,0.42183277,0.014989495,0.030590236,0.029111862,0.050735652,0.039816856,0.05681348,0.050579906,0.05483359,0.052822053,0.047281325,0.26575094,0.7028457,0.15983939,0.11790836,0.10275091,0.2717508,0.027406633,0.01941681,0.1598281,0.4227059,0.05269766,0.04124719,0.26354635,0.6939322,0.040968955,0.01746434,0.10245508,0.2697699,0.0072121024,0.0033448339,0.15986897,0.42094386,0.01872027,0.010454714
5.0,0.2596409,0.69028974,0.028148174,0.06743258,0.06396127,0.13750792,0.0982396,0.17311215,0.1456294,0.18096471,0.16577029,0.1523447,0.10820776,0.28768468,0.009317398,0.019837737,0.018720388,0.032692492,0.025658965,0.03538853,0.031692803,0.0322603,0.031920314,0.027038693,0.10929117,0.29056507,0.009277403,0.021291375,0.020491064,0.036029994,0.028419435,0.037261426,0.034195542,0.030870318,0.03284514,0.024769127,0.25964475,0.6904533,0.17218548,0.12060791,0.10817879,0.28767154,0.031000972,0.022432089,0.1093741,0.29085013,0.03000772,0.020000875,0.25606772,0.67807263,0.035297275,0.014453113,0.10940199,0.28969875,0.009014547,0.00455451,0.11288806,0.29892993,0.0085271,0.004227698
