Time,UHR_MAER_EnKF,UHR_MAE_EnKF,UHR_SSIMLoss_EnKF,UHR_MAER_EnKF(HR),UHR_MAE_EnKF(HR),UHR_SSIMLoss_EnKF(HR),UHR_MAER_SRDA,UHR_MAE_SRDA,UHR_SSIMLoss_SRDA,HR_MAER_EnKF,HR_MAE_EnKF,HR_SSIMLoss_EnKF,HR_MAER_EnKF(HR),HR_MAE_EnKF(HR),HR_SSIMLoss_EnKF(HR),HR_MAER_SRDA,HR_MAE_SRDA,HR_SSIMLoss_SRDA,LR_MAER_EnKF,LR_MAE_EnKF,LR_SSIMLoss_EnKF,LR_MAER_EnKF(HR),LR_MAE_EnKF(HR),LR_SSIMLoss_EnKF(HR),LR_MAER_SRDA,LR_MAE_SRDA,LR_SSIMLoss_SRDA
0.0,0.2586134,0.53407943,0.27196717,0.2511797,0.5187276,0.27221972,,,,0.26064944,0.539713,0.20222604,0.25431114,0.5265887,0.20495349,,,,0.28037098,0.5644067,0.027051568,0.27502736,0.5536496,0.026264846,,,
0.25,0.081419006,0.15883754,0.00033181906,0.045597605,0.0889548,0.00096166134,,,,0.08121456,0.15809876,0.009237111,0.044819903,0.08725001,0.004299462,,,,0.08190792,0.15425469,0.00091797113,0.046039384,0.08670457,0.0008223057,,,
0.5,0.07712507,0.15353705,0.00019276142,0.037757732,0.07516636,8.0525875e-05,,,,0.07687395,0.15269622,0.0064427257,0.03696005,0.07341447,0.004266262,,,,0.08272972,0.15926956,0.0007171631,0.040535014,0.07803718,0.00019490719,,,
0.75,0.077282324,0.15701221,-8.690357e-05,0.034949355,0.07100557,-0.00025105476,,,,0.07702859,0.15615948,0.0057551265,0.034483194,0.06990752,0.001277864,,,,0.08477962,0.16662537,0.0008845329,0.03874903,0.07615712,-2.849102e-05,,,
1.0,0.08139373,0.16871858,-0.00028920174,0.19808951,0.41061366,0.005056441,0.036443997,0.07554364,-0.000269413,0.08116887,0.1679125,0.0052215457,0.19697365,0.40747565,0.024898112,0.036559522,0.07562999,0.0014240146,0.088635735,0.17781356,0.0015406609,0.19960245,0.40042567,0.016287386,0.041805487,0.083866656,0.0008152127
1.25,0.08560434,0.18098103,0.00041019917,0.19182736,0.4055532,0.0044691563,0.038016964,0.08037384,0.00041139126,0.085340194,0.18009579,0.004248023,0.1904377,0.40188602,0.022813559,0.03818524,0.08058338,0.0024796724,0.09157516,0.18749714,0.0009873509,0.1929567,0.39507252,0.015916824,0.042851903,0.087737866,0.00030452013
1.5,0.09102734,0.19620058,0.00031602383,0.18858069,0.40646732,0.0049648285,0.04291586,0.092500955,-0.00020194054,0.09078502,0.19536209,0.006285429,0.18737711,0.40322053,0.02321297,0.043138415,0.09283041,0.0021716952,0.09594214,0.20044881,0.0019991398,0.19486938,0.40713432,0.015154779,0.047470514,0.09917861,0.0010703802
1.75,0.097652785,0.21450604,-3.6001205e-05,0.1878442,0.41262227,0.0046967864,0.04252462,0.093410425,-0.00051522255,0.09740445,0.21364449,0.0040751696,0.1864197,0.4088883,0.021725357,0.042655304,0.09355908,0.0010333657,0.1014125,0.21611527,0.0023938417,0.19641685,0.41857445,0.015141666,0.04756913,0.101372264,0.0007933378
2.0,0.1077239,0.24106,5.4240227e-05,0.18386693,0.41144967,0.005043745,0.043435663,0.0971985,2.8312206e-05,0.107544675,0.24035862,0.00898087,0.18234877,0.40754318,0.025995016,0.04366203,0.09758312,0.0016081333,0.11173963,0.24290349,0.0032744408,0.19150375,0.41629753,0.01455462,0.046792526,0.10171922,0.0003620386
2.25,0.11199981,0.25522634,0.0013230443,0.1775398,0.40457955,0.004728377,0.044468377,0.101335004,0.00036656857,0.11174608,0.2544124,0.009986281,0.17600907,0.40072003,0.022224903,0.04470096,0.10177072,0.0007739663,0.11456059,0.25415826,0.0035986304,0.18413815,0.40851948,0.012859583,0.048063416,0.10663103,0.00067162514
