Time,UHR_MAER_EnKF,UHR_MAE_EnKF,UHR_SSIMLoss_EnKF_Gauss_11,UHR_SSIMLoss_EnKF_Rect_11,UHR_SSIMLoss_EnKF_Gauss_21,UHR_SSIMLoss_EnKF_Rect_21,UHR_SSIMLoss_EnKF_Gauss_31,UHR_SSIMLoss_EnKF_Rect_31,UHR_SSIMLoss_EnKF_Gauss_51,UHR_SSIMLoss_EnKF_Rect_51,UHR_SSIMLoss_EnKF_Gauss_71,UHR_SSIMLoss_EnKF_Rect_71,UHR_MAER_EnKF(HR),UHR_MAE_EnKF(HR),UHR_SSIMLoss_EnKF(HR)_Gauss_11,UHR_SSIMLoss_EnKF(HR)_Rect_11,UHR_SSIMLoss_EnKF(HR)_Gauss_21,UHR_SSIMLoss_EnKF(HR)_Rect_21,UHR_SSIMLoss_EnKF(HR)_Gauss_31,UHR_SSIMLoss_EnKF(HR)_Rect_31,UHR_SSIMLoss_EnKF(HR)_Gauss_51,UHR_SSIMLoss_EnKF(HR)_Rect_51,UHR_SSIMLoss_EnKF(HR)_Gauss_71,UHR_SSIMLoss_EnKF(HR)_Rect_71,UHR_MAER_SRDA,UHR_MAE_SRDA,UHR_SSIMLoss_SRDA_Gauss_11,UHR_SSIMLoss_SRDA_Rect_11,UHR_SSIMLoss_SRDA_Gauss_21,UHR_SSIMLoss_SRDA_Rect_21,UHR_SSIMLoss_SRDA_Gauss_31,UHR_SSIMLoss_SRDA_Rect_31,UHR_SSIMLoss_SRDA_Gauss_51,UHR_SSIMLoss_SRDA_Rect_51,UHR_SSIMLoss_SRDA_Gauss_71,UHR_SSIMLoss_SRDA_Rect_71,HR_MAER_EnKF,HR_MAE_EnKF,HR_SSIMLoss_EnKF_Gauss_11,HR_SSIMLoss_EnKF_Rect_11,HR_MAER_EnKF(HR),HR_MAE_EnKF(HR),HR_SSIMLoss_EnKF(HR)_Gauss_11,HR_SSIMLoss_EnKF(HR)_Rect_11,HR_MAER_SRDA,HR_MAE_SRDA,HR_SSIMLoss_SRDA_Gauss_11,HR_SSIMLoss_SRDA_Rect_11,LR_MAER_EnKF,LR_MAE_EnKF,LR_SSIMLoss_EnKF_Gauss_11,LR_SSIMLoss_EnKF_Rect_11,LR_MAER_EnKF(HR),LR_MAE_EnKF(HR),LR_SSIMLoss_EnKF(HR)_Gauss_11,LR_SSIMLoss_EnKF(HR)_Rect_11,LR_MAER_SRDA,LR_MAE_SRDA,LR_SSIMLoss_SRDA_Gauss_11,LR_SSIMLoss_SRDA_Rect_11
0.0,0.258727,0.53440386,0.2729094,0.2793786,0.29429454,0.27909642,0.28701973,0.24977326,0.2559867,0.19729549,0.22332644,0.15471864,0.25126502,0.518991,0.27321178,0.28058892,0.29543525,0.28186023,0.28895515,0.25242984,0.25865644,0.19794762,0.22553122,0.15367007,,,,,,,,,,,,,0.26391524,0.545623,0.21030354,0.13010216,0.2567419,0.5307928,0.20975178,0.12702423,,,,,0.26970965,0.54579055,0.024829865,0.00866431,0.2624335,0.5310664,0.024281919,0.0082294345,,,,
0.25,0.082180284,0.16036853,0.000754416,0.0030736923,0.0028070211,0.007455349,0.0047879815,0.009536326,0.0076557994,0.009846628,0.008786321,0.008804262,0.046913527,0.09154815,0.00061059,0.0021064878,0.0020695925,0.0051215887,0.0033196807,0.0065798163,0.0052185655,0.006593585,0.005943358,0.0054912567,,,,,,,,,,,,,0.08203377,0.15973563,0.0094076395,0.0076141357,0.046272766,0.09010204,0.00633049,0.004672587,,,,,0.08658076,0.16342723,0.0016433597,0.00085425377,0.050860997,0.09600369,0.0011321902,0.00040322542,,,,
0.5,0.07813145,0.1555891,0.000677824,0.002406776,0.0020374656,0.0053228736,0.0034338832,0.006886065,0.0055110455,0.0073298216,0.0064020753,0.0066268444,0.03932244,0.078305766,0.0002670884,0.0012114048,0.0012097359,0.002827108,0.0018355846,0.0038185716,0.0029318333,0.004157722,0.0034912825,0.003597498,,,,,,,,,,,,,0.07789629,0.15477616,0.006727338,0.0056169033,0.03867643,0.076848194,0.004383743,0.0032923818,,,,,0.083859235,0.16143079,0.0020014644,0.001044333,0.043595616,0.083922476,0.00053066015,0.00026613474,,,,
0.75,0.07821582,0.15895788,0.0007531047,0.0023130178,0.0018113256,0.0045389533,0.0029906034,0.005837202,0.004702151,0.006306708,0.0054564476,0.005727589,0.036322977,0.07381912,7.8737736e-05,0.0008585453,0.00093501806,0.0020159483,0.0013360977,0.0027748346,0.0021137,0.0031596422,0.0025607944,0.002756536,,,,,,,,,,,,,0.07798168,0.15813231,0.005259931,0.004436791,0.03588674,0.07277162,0.0024484396,0.0021042824,,,,,0.084781356,0.16650975,0.00096488,0.0007568598,0.039897177,0.07835767,0.00033301115,0.00013583899,,,,
1.0,0.08115381,0.16827095,0.0003309846,0.0020073652,0.0018066764,0.0043746233,0.0029336214,0.005602598,0.0045493245,0.006155789,0.0052619576,0.0055500865,0.07585236,0.15727848,0.00024485588,0.0012575984,0.001401782,0.0029346943,0.0020105839,0.0041288733,0.0031952858,0.0050778985,0.0040000677,0.0047756433,0.050899226,0.10553862,-0.0005059242,0.00047552586,0.00087052584,0.0017142296,0.0011885762,0.0023335814,0.001801312,0.0026897192,0.0021776557,0.0024003386,0.08089483,0.1673758,0.005191982,0.0045219064,0.076444976,0.15816881,0.0037130713,0.0037368536,0.051300786,0.106144115,0.0029360056,0.0025535226,0.08763209,0.17569746,0.0015524626,0.0009985566,0.07946593,0.15932477,0.0022501945,0.0012776852,0.055401146,0.11107621,-3.9577484e-05,0.00023674965
1.25,0.085238524,0.18025589,0.00049233437,0.002213657,0.0018959045,0.0044658184,0.003030479,0.005709052,0.004657924,0.006370604,0.0053926706,0.0057560205,0.076800145,0.16241105,0.0008043051,0.0017216802,0.0014476776,0.0029833317,0.0020575523,0.0042019486,0.003244996,0.0051645637,0.004031241,0.0047988296,0.043605246,0.09221303,0.0001758337,0.0010277033,0.00083851814,0.0015994906,0.0011091232,0.0021901727,0.0016704202,0.0024995208,0.0020244122,0.0022441745,0.0849542,0.1792981,0.0062312484,0.0052447915,0.07737784,0.163308,0.0038250089,0.004129052,0.043888528,0.092627905,0.0020155907,0.0017331839,0.09105578,0.18633343,0.0016825199,0.0011116266,0.08082519,0.1653979,0.002804935,0.0015466213,0.04797977,0.09818415,0.0007235408,0.0003989935
1.5,0.090281926,0.19464482,0.00035107136,0.002255559,0.0020741224,0.0047952533,0.0032774806,0.006190419,0.0050213933,0.007057011,0.0058740377,0.0063299537,0.08016737,0.17283818,0.0006300807,0.0016883016,0.0016345978,0.0034154654,0.0023345351,0.004835069,0.0037146807,0.0059446692,0.00463295,0.005474508,0.042676266,0.09200861,-0.00062036514,0.0004711151,0.00085401535,0.0015900135,0.0011145473,0.002182722,0.0016682744,0.0025405884,0.0020157099,0.0022371411,0.08991869,0.19352272,0.0070918202,0.005711019,0.080698945,0.17368002,0.005199492,0.0044312477,0.042910974,0.09235287,0.0032663345,0.0023099184,0.09493638,0.19826211,0.0015678406,0.0012283325,0.08484146,0.1771802,0.002370596,0.0015494227,0.04715687,0.09848091,0.0005013943,0.00035375357
1.75,0.09618613,0.2113363,0.0005081296,0.002547264,0.0023542643,0.0054183602,0.0037006736,0.0070949197,0.0057117343,0.008202136,0.0067428946,0.0073658824,0.085339785,0.18750514,0.00042772293,0.0017969012,0.0019542575,0.004193902,0.0028392673,0.005990386,0.0045871735,0.0074447393,0.0057601333,0.006861031,0.04419481,0.09710306,3.451109e-05,0.0009768009,0.000998199,0.0019731522,0.0013535023,0.0027703643,0.0021006465,0.0032188892,0.0025407672,0.0027954578,0.09581109,0.21020217,0.006806612,0.005717933,0.08588143,0.18841726,0.006660342,0.006276548,0.044366438,0.09733656,0.0038690567,0.002795875,0.09988979,0.21291319,0.002114892,0.0015465021,0.08985017,0.19151393,0.0034133792,0.0020905733,0.049939934,0.10644602,0.0010250211,0.00050747395
2.0,0.103230685,0.23105906,0.0003388524,0.002684474,0.0027641058,0.0064131618,0.0043562055,0.008530617,0.006812215,0.009983063,0.008119404,0.008925974,0.089846514,0.20110156,0.00049495697,0.0018524528,0.0020519495,0.004396856,0.0029889345,0.0062328577,0.004795134,0.007667303,0.005984068,0.007104218,0.049057774,0.10980498,-0.00025212765,0.00066924095,0.000906229,0.0016625524,0.001179874,0.0022919774,0.0017573833,0.0026974082,0.0021402836,0.002421558,0.10294067,0.23015873,0.009543896,0.0076737404,0.09032746,0.20195761,0.0073037744,0.006333351,0.049376365,0.110397585,0.0020031333,0.0014110804,0.10689488,0.2325935,0.0026926994,0.0019194484,0.095243566,0.20724131,0.0037817955,0.0023651123,0.054074842,0.11766192,0.0003414154,0.0003837347
2.25,0.11195494,0.25517833,0.00038021803,0.0032052994,0.0033540726,0.00783813,0.0052915215,0.010551393,0.008348167,0.012348115,0.010001481,0.010876536,0.08986891,0.20483775,0.0007445216,0.002118647,0.0021614432,0.004640758,0.0031627417,0.006579876,0.005076885,0.008052349,0.006310165,0.0073390603,0.05297416,0.12074374,0.00027889013,0.0011171699,0.0010609031,0.002010405,0.0014075041,0.002782464,0.002129674,0.0032667518,0.0025683641,0.0028678775,0.11167027,0.2543595,0.011872053,0.009815872,0.09029203,0.20566474,0.0075625777,0.006970465,0.05329776,0.1214002,0.0019111037,0.0021592379,0.115479976,0.25656423,0.0038905144,0.0025441647,0.09453695,0.21003468,0.004157901,0.002532065,0.058446832,0.12985252,0.0008915067,0.0005837679
