Time,UHR_MAER_EnKF,UHR_MAE_EnKF,UHR_SSIMLoss_EnKF,UHR_MAER_EnKF(HR),UHR_MAE_EnKF(HR),UHR_SSIMLoss_EnKF(HR),UHR_MAER_SRDA,UHR_MAE_SRDA,UHR_SSIMLoss_SRDA,HR_MAER_EnKF,HR_MAE_EnKF,HR_SSIMLoss_EnKF,HR_MAER_EnKF(HR),HR_MAE_EnKF(HR),HR_SSIMLoss_EnKF(HR),HR_MAER_SRDA,HR_MAE_SRDA,HR_SSIMLoss_SRDA,LR_MAER_EnKF,LR_MAE_EnKF,LR_SSIMLoss_EnKF,LR_MAER_EnKF(HR),LR_MAE_EnKF(HR),LR_SSIMLoss_EnKF(HR),LR_MAER_SRDA,LR_MAE_SRDA,LR_SSIMLoss_SRDA
0.0,0.2576942,0.5321691,0.2722909,0.25002608,0.5163335,0.2728113,,,,0.26529038,0.547514,0.20774746,0.25751197,0.5314607,0.20780337,,,,0.2681991,0.5457909,0.02309686,0.25767937,0.52438307,0.022284329,,,
0.25,0.08162101,0.15921931,0.0005131364,0.044311583,0.08643926,0.000487566,,,,0.08135384,0.15834963,0.010395944,0.043562878,0.08479213,0.0046364665,,,,0.08268655,0.15567438,0.0021281242,0.045508288,0.08567868,0.0007774234,,,
0.5,0.07742436,0.15411587,4.0709972e-05,0.036778063,0.073208004,-5.507469e-05,,,,0.07725152,0.15341744,0.0072106123,0.035968423,0.0714314,0.004698992,,,,0.08289208,0.15935175,0.0017076135,0.03936317,0.07567176,0.0009810328,,,
0.75,0.07723573,0.15690224,0.0003849864,0.03351364,0.06808203,-0.00019550323,,,,0.076997265,0.15605977,0.004231274,0.03291907,0.06672111,0.0010385513,,,,0.08451601,0.16586538,0.0008497834,0.037110675,0.072830886,0.00037181377,,,
1.0,0.079881854,0.16557032,0.00017619133,0.1678245,0.34784818,0.003557682,0.038039353,0.07884379,-0.0001502037,0.079580136,0.16457629,0.004670143,0.16650654,0.34434512,0.018607736,0.038285527,0.07917667,0.001087606,0.08666473,0.17357305,0.0013620853,0.1674059,0.33528233,0.011395395,0.042842496,0.08580541,0.000590384
1.25,0.083578534,0.17668457,0.00030720234,0.16231205,0.34312677,0.0030685067,0.038540382,0.08147416,-0.00016748905,0.083255745,0.17562696,0.0056650043,0.16108154,0.3397995,0.017896771,0.038711533,0.0816615,0.0031318069,0.089626975,0.18317398,0.0014427304,0.16508283,0.33738592,0.010613263,0.043557417,0.08901991,0.0007351041
1.5,0.087803565,0.1892427,-0.000111699104,0.1604177,0.34574768,0.0029534698,0.04243365,0.09145709,-0.00020205975,0.08753163,0.18828167,0.005529344,0.1593287,0.3427181,0.017170608,0.042637475,0.09171376,0.0008460283,0.09307232,0.19406176,0.0017758608,0.16474213,0.3434979,0.010651767,0.047913644,0.099903025,0.0011826754
1.75,0.09254075,0.20327005,0.00035989285,0.16218188,0.35624,0.003947735,0.04119872,0.09049489,0.00037443638,0.092342876,0.20245525,0.0070946217,0.16116768,0.3533488,0.01870805,0.04136704,0.090694316,0.0012370348,0.09706114,0.2063775,0.0019769073,0.16669516,0.35443774,0.010785699,0.046493366,0.09885712,0.000592649
2.0,0.10345879,0.23151383,0.00014024973,0.16314971,0.3650866,0.0038741827,0.044741143,0.100119025,-0.00024819374,0.10324032,0.2306338,0.007748902,0.16193755,0.36176053,0.018438578,0.044965457,0.10045062,0.00236547,0.106647015,0.23125367,0.0032698512,0.16899003,0.36643842,0.011344373,0.050136186,0.10871544,0.00067418814
2.25,0.10711824,0.2441063,0.0005827546,0.15781395,0.35963416,0.0034979582,0.04670813,0.10644077,0.00015109777,0.10692817,0.2433299,0.00888294,0.15644346,0.3560088,0.01920867,0.046932213,0.106800765,0.0018419623,0.11043143,0.24422118,0.003441751,0.16336863,0.36129278,0.01000303,0.051661417,0.11425019,0.0007842779
2.5,0.11238525,0.2607173,0.0008710027,0.15358236,0.35628855,0.0035207868,0.054722317,0.12694775,-0.00015938282,0.11222528,0.26005834,0.01065582,0.15232722,0.3529861,0.01715839,0.05493712,0.12730515,0.004038036,0.11659964,0.26294652,0.004673004,0.157722,0.3556825,0.009809017,0.059611704,0.13443172,0.0014554262
2.75,0.118991986,0.28091222,0.0017864108,0.15094692,0.35635033,0.0038568974,0.061925963,0.1461927,0.0002182126,0.118742794,0.2800942,0.011413693,0.14978324,0.3533134,0.016685069,0.06202544,0.14630754,0.0047639012,0.12403763,0.28530598,0.0045130253,0.15316364,0.35230038,0.009003341,0.06644505,0.15283403,0.0019043088
3.0,0.13676144,0.328439,0.00091683865,0.13751471,0.330248,0.0028007627,0.06687798,0.1606106,-0.00021338463,0.13645865,0.32748878,0.017474532,0.13625023,0.32698858,0.01444304,0.06712176,0.16108632,0.0024896264,0.14192592,0.33281842,0.0076727867,0.13902925,0.3260257,0.008281589,0.07104322,0.16659743,0.0026594996
3.25,0.1409893,0.34432667,0.0018017888,0.13492745,0.3295223,0.002562523,0.080339886,0.19620757,0.0005326271,0.14066812,0.3433561,0.018474162,0.1335496,0.32598054,0.015314877,0.08058223,0.19669275,0.0043966174,0.1470929,0.35212517,0.008903921,0.13518928,0.32362914,0.007973611,0.084054835,0.20121859,0.003203094
3.5,0.1484198,0.3684826,0.0029037595,0.1348162,0.33470887,0.0035338402,0.09447103,0.23454371,0.0011757016,0.14808325,0.36755532,0.023739278,0.13348188,0.33131346,0.017165124,0.09467769,0.23499814,0.012288392,0.15542908,0.38040805,0.010753989,0.13679655,0.3348055,0.008517325,0.096516535,0.23622134,0.0049827695
3.75,0.16030513,0.40444413,0.0031764507,0.13740422,0.34666595,0.0039641857,0.09730776,0.24550402,0.00233531,0.15990059,0.40344697,0.030296206,0.1360298,0.3432183,0.01596415,0.09742994,0.24582656,0.013704717,0.16563272,0.41418517,0.0139347315,0.13978352,0.34954602,0.0084578395,0.09881624,0.24710226,0.0073583126
4.0,0.14457664,0.37052938,0.0030258298,0.14820692,0.37983328,0.005442798,0.083467446,0.2139152,0.0013791919,0.14435366,0.3700081,0.027163684,0.14697519,0.37672764,0.026953697,0.08350556,0.21404193,0.007057309,0.14582431,0.37206054,0.009206772,0.1531289,0.3906977,0.01396203,0.08525689,0.21752699,0.0035892725
4.25,0.16400698,0.42676988,0.004498005,0.15954314,0.41515434,0.006755948,0.10318605,0.26850504,0.0021269321,0.16393636,0.42652804,0.038939774,0.15821211,0.4116347,0.03414023,0.10333014,0.26884335,0.01433599,0.16573347,0.43115848,0.013793707,0.16148221,0.42009875,0.017909884,0.10575438,0.27512184,0.006419897
4.5,0.19967313,0.52721053,0.008531392,0.18285225,0.48279724,0.010832608,0.13042858,0.34437945,0.0044081807,0.19951874,0.5267729,0.061760068,0.18146586,0.4791094,0.048404753,0.13057137,0.34473684,0.027691841,0.20163411,0.5330359,0.02200073,0.18351932,0.48514798,0.026607394,0.13136491,0.34727365,0.011790693
4.75,0.24712168,0.6614942,0.013829172,0.23549443,0.63037044,0.018523514,0.16155761,0.4324567,0.008955777,0.24708107,0.6614476,0.09143561,0.23442037,0.6275543,0.07934606,0.16167286,0.4328058,0.043364167,0.24037251,0.6462586,0.03488922,0.23725937,0.6378887,0.04640615,0.16291228,0.43800128,0.02156514
5.0,0.27252567,0.7385977,0.020633578,0.17753628,0.48115796,0.014703691,0.13966876,0.3785296,0.009407818,0.27237165,0.73811364,0.11777353,0.17654885,0.47843865,0.0654608,0.13965036,0.37844554,0.04020071,0.27601582,0.7459166,0.050213397,0.1821984,0.49238053,0.028725326,0.14158422,0.38262305,0.015418768
5.25,0.3146847,0.8616341,0.027725518,0.21368366,0.58508444,0.018018782,0.16122587,0.44145045,0.013167977,0.31471848,0.86177194,0.1582489,0.21271415,0.5824605,0.080915034,0.161204,0.44141382,0.055616975,0.31757239,0.8682943,0.07093978,0.21293046,0.58218634,0.035479844,0.1595259,0.43616962,0.020076513
5.5,0.37771326,1.0413445,0.03803456,0.26457137,0.7294156,0.027690053,0.17407681,0.47992474,0.015749872,0.3778087,1.0416917,0.21636975,0.26369888,0.72706884,0.1144377,0.17430332,0.48058802,0.06234473,0.38036504,1.0410295,0.097777426,0.2696587,0.7380349,0.052710474,0.17491983,0.4787419,0.022528052
5.75,0.441038,1.2195896,0.046976745,0.31902283,0.88218457,0.039538622,0.19754364,0.54626167,0.02013278,0.4412837,1.2200477,0.27574337,0.31848004,0.8805239,0.1582092,0.1978052,0.5468858,0.085657895,0.44079828,1.2280258,0.13116062,0.3202713,0.8922481,0.075172186,0.20573016,0.57314634,0.035226822
6.0,0.3877146,1.0715218,0.045155525,0.25154728,0.69519794,0.030479312,0.17060658,0.4715032,0.015957415,0.38791522,1.0721053,0.24694169,0.25022557,0.6915639,0.11776674,0.17141794,0.47375834,0.07139927,0.38694867,1.0707773,0.098510325,0.2408061,0.6663667,0.03932327,0.16682121,0.46163324,0.022089541
6.25,0.45308593,1.2481217,0.05483854,0.2534135,0.69808143,0.031493485,0.1915474,0.5276581,0.019037724,0.45310017,1.2484314,0.29702467,0.25205296,0.69448406,0.114094675,0.19241734,0.5301694,0.088820994,0.46934494,1.3059341,0.13643628,0.25281128,0.70343757,0.044534326,0.19449982,0.5411882,0.03206837
6.5,0.5152736,1.4122555,0.06359804,0.27310795,0.7485309,0.034787357,0.2314977,0.6344861,0.025669694,0.5153339,1.4126195,0.3523926,0.27201113,0.7456296,0.12312478,0.23221493,0.63654137,0.11954296,0.51248664,1.3929858,0.16081941,0.26395246,0.7174471,0.051767886,0.2311243,0.6282171,0.0418334
6.75,0.54662764,1.4893931,0.06806821,0.31116033,0.8478167,0.043991446,0.28289768,0.7708096,0.03766787,0.5471829,1.4913851,0.36598748,0.3103418,0.84585816,0.15663332,0.28325996,0.77204466,0.16051006,0.5457866,1.5050814,0.18946779,0.31638685,0.8724801,0.08939099,0.28102827,0.7749739,0.06020689
7.0,0.50174826,1.3572739,0.066202044,0.26694235,0.7221029,0.034740984,0.30709162,0.8307103,0.047941387,0.5019,1.3578213,0.35203964,0.266541,0.72109,0.1322608,0.30748194,0.83185005,0.1907916,0.5157408,1.3861675,0.15064502,0.2771684,0.74495137,0.06146407,0.32095727,0.8626437,0.0760926
7.25,0.48989883,1.3150204,0.060605526,0.2887241,0.77501327,0.03909594,0.34274057,0.920008,0.054225147,0.49005064,1.3155583,0.33850265,0.28835905,0.7741101,0.1676225,0.34210274,0.91838694,0.24114639,0.5016314,1.3418213,0.14056182,0.29086336,0.7780348,0.072225094,0.33417225,0.8938824,0.08566922
7.5,0.49452567,1.321389,0.052083075,0.29350495,0.78425497,0.03384787,0.37376583,0.9987147,0.049192667,0.4944789,1.3216876,0.32889688,0.29322666,0.7837625,0.17536408,0.37357888,0.99853516,0.25383162,0.49381822,1.3069916,0.1319747,0.30247912,0.8005732,0.07066214,0.37330717,0.9880343,0.095580816
7.75,0.5115153,1.3622735,0.04898411,0.29230377,0.7784668,0.028984308,0.3650793,0.9722834,0.042792857,0.51172394,1.3634262,0.31917125,0.2921396,0.7783704,0.171709,0.36498898,0.97246873,0.2435931,0.50558484,1.340256,0.13245678,0.291256,0.7720912,0.06123531,0.36027563,0.9550555,0.09010583
8.0,0.4433622,1.1779367,0.043411672,0.21933937,0.58274674,0.0193972,0.32444164,0.8619853,0.0333485,0.44364902,1.1790403,0.29616976,0.21950507,0.583356,0.109885514,0.32474086,0.8630304,0.21323836,0.44836533,1.1899371,0.11286533,0.21644327,0.5744286,0.030183911,0.3286976,0.8723455,0.07281864
