Time,UHR_MAER_EnKF,UHR_MAE_EnKF,UHR_SSIMLoss_EnKF,UHR_MAER_EnKF(HR),UHR_MAE_EnKF(HR),UHR_SSIMLoss_EnKF(HR),UHR_MAER_SRDA,UHR_MAE_SRDA,UHR_SSIMLoss_SRDA,HR_MAER_EnKF,HR_MAE_EnKF,HR_SSIMLoss_EnKF,HR_MAER_EnKF(HR),HR_MAE_EnKF(HR),HR_SSIMLoss_EnKF(HR),HR_MAER_SRDA,HR_MAE_SRDA,HR_SSIMLoss_SRDA,LR_MAER_EnKF,LR_MAE_EnKF,LR_SSIMLoss_EnKF,LR_MAER_EnKF(HR),LR_MAE_EnKF(HR),LR_SSIMLoss_EnKF(HR),LR_MAER_SRDA,LR_MAE_SRDA,LR_SSIMLoss_SRDA
0.0,0.25846034,0.5338418,0.27149922,0.25103122,0.51849717,0.27200466,,,,0.26535255,0.5503856,0.20921385,0.25736156,0.5338109,0.21153527,,,,0.26924244,0.5489805,0.025572062,0.26187894,0.5339664,0.023197591,,,
0.25,0.08261095,0.16121747,0.00036907196,0.048947085,0.09552153,0.00095278025,,,,0.08243229,0.16052324,0.0094797015,0.048251826,0.09396244,0.0064098835,,,,0.08431509,0.15885408,0.0015420318,0.05047412,0.0950959,0.00073206425,,,
0.5,0.07801317,0.15535265,0.0006155968,0.04001783,0.079690084,0.0006491542,,,,0.07776355,0.15451047,0.0061713457,0.039291285,0.0780689,0.005391896,,,,0.08285289,0.15945637,0.001058042,0.041828856,0.08050265,0.0010031462,,,
0.75,0.07794287,0.15839224,0.00013065338,0.035839245,0.07283101,-0.00038588047,,,,0.077665254,0.15748848,0.0069493055,0.03530596,0.07159291,0.002357483,,,,0.08438319,0.16575594,0.0013797879,0.03834506,0.07532214,0.0009976625,,,
1.0,0.08066437,0.16723573,0.00017035007,0.18524246,0.3840501,0.0041981936,0.039416444,0.081719324,2.771616e-05,0.080394976,0.16634493,0.0050454736,0.18370104,0.3800951,0.023973703,0.039612707,0.081962496,0.0020308495,0.086981446,0.17446475,0.0015987158,0.18446521,0.36999473,0.015238225,0.0437745,0.08780157,0.00030088425
1.25,0.084707506,0.17910649,-0.00028014183,0.17997006,0.3805307,0.003663659,0.04048443,0.08560073,-0.00037431717,0.08438417,0.17810062,0.0046040416,0.17871788,0.37720063,0.023023188,0.040666986,0.08583144,0.002344191,0.090263635,0.18479672,0.001655817,0.18319386,0.37505278,0.014489114,0.04452193,0.09114975,0.0009712577
1.5,0.089411594,0.19273709,-4.9233437e-05,0.17899723,0.38584936,0.0042666793,0.044801462,0.09657476,-3.3974648e-05,0.089202195,0.19195797,0.0056905746,0.17787096,0.38276803,0.021796644,0.04508696,0.09702454,0.0011991262,0.0937025,0.19567838,0.0017033815,0.1850491,0.38643694,0.013725817,0.048738208,0.10177971,-0.00012636185
1.75,0.09494696,0.2085793,-1.0967255e-05,0.1833609,0.40280688,0.004481554,0.042824954,0.09407777,0.00010561943,0.09468075,0.2076575,0.005700946,0.18205199,0.3992835,0.023530066,0.042945717,0.09419022,0.00068712234,0.09855664,0.20984957,0.0024445653,0.19074288,0.4061351,0.014281571,0.047250196,0.10060645,0.0009986758
2.0,0.10228644,0.22890815,0.00037622452,0.17321913,0.38764933,0.0045770407,0.043541826,0.09744281,4.2915344e-06,0.102004856,0.22795144,0.008964181,0.17182674,0.3839832,0.022193968,0.04376988,0.09781306,0.002873361,0.10660307,0.23153904,0.0029720664,0.18105663,0.3932502,0.012817383,0.048055343,0.10437493,0.0010052919
2.25,0.10787294,0.2458372,0.0005148053,0.16864164,0.3843261,0.0038869977,0.046116725,0.10509777,0.00027912855,0.107634805,0.24503435,0.0100854635,0.16727053,0.38079712,0.020744562,0.046316244,0.10544053,0.0017704964,0.11173603,0.24776164,0.0038064122,0.17427313,0.38643038,0.012422681,0.050283667,0.11149818,0.00062114
