Time,UHR_MAER_EnKF,UHR_MAE_EnKF,UHR_SSIMLoss_EnKF,UHR_MAER_EnKF(HR),UHR_MAE_EnKF(HR),UHR_SSIMLoss_EnKF(HR),UHR_MAER_SRDA,UHR_MAE_SRDA,UHR_SSIMLoss_SRDA,HR_MAER_EnKF,HR_MAE_EnKF,HR_SSIMLoss_EnKF,HR_MAER_EnKF(HR),HR_MAE_EnKF(HR),HR_SSIMLoss_EnKF(HR),HR_MAER_SRDA,HR_MAE_SRDA,HR_SSIMLoss_SRDA,LR_MAER_EnKF,LR_MAE_EnKF,LR_SSIMLoss_EnKF,LR_MAER_EnKF(HR),LR_MAE_EnKF(HR),LR_SSIMLoss_EnKF(HR),LR_MAER_SRDA,LR_MAE_SRDA,LR_SSIMLoss_SRDA
0.0,0.25860444,0.53415066,0.27274883,0.25070465,0.5178336,0.2734213,,,,0.26388633,0.5455633,0.21129763,0.25621065,0.52969444,0.21101099,,,,0.26804554,0.54242307,0.024599731,0.2641639,0.5345681,0.024448633,,,
0.25,0.081905484,0.15983228,0.0009163618,0.045886774,0.08954453,0.0003362298,,,,0.08172767,0.1591396,0.009123564,0.04511402,0.08784574,0.004830718,,,,0.08607518,0.16247292,0.002002716,0.04932001,0.09309497,0.00030237436,,,
0.5,0.077551045,0.1544333,0.00062060356,0.038005076,0.0756824,6.03199e-05,,,,0.07729344,0.15357833,0.0046834946,0.03726008,0.074033976,0.005045235,,,,0.08346396,0.16066988,0.0018264651,0.041732647,0.08033622,-0.00030887127,,,
0.75,0.07742895,0.15735874,0.00057786703,0.034044072,0.06918771,-0.000108122826,,,,0.077155255,0.15645649,0.0049123764,0.03349025,0.06791199,0.0025216937,,,,0.08392912,0.16483597,0.0008134246,0.03646739,0.0716216,0.00012540817,,,
1.0,0.079793714,0.16545081,-0.0005056858,0.17675398,0.36649618,0.0034310222,0.0383853,0.07959122,-0.0003578663,0.07944065,0.16436704,0.006073594,0.17521743,0.3625344,0.020595372,0.038515992,0.079691686,0.00215441,0.086246364,0.17291915,0.0011423826,0.17410783,0.3490765,0.013236761,0.04248316,0.08517637,0.00069987774
1.25,0.08250315,0.17447132,0.00028079748,0.17020066,0.3599273,0.0033140779,0.038757175,0.0819607,0.0002952814,0.08215108,0.17338203,0.0065398216,0.16896316,0.35660124,0.019159257,0.038938735,0.08218124,0.0018426776,0.08805145,0.18018548,0.0014077425,0.17006782,0.34802094,0.013015866,0.043021232,0.08803718,0.000890851
1.5,0.08575566,0.18488635,-0.0007920265,0.16438854,0.35441622,0.0030278563,0.044091497,0.095059805,-8.6426735e-05,0.08538999,0.18377607,0.0072460175,0.16325213,0.35135072,0.01923269,0.04436507,0.095482364,0.0043055415,0.09061843,0.18924464,0.0018067956,0.16727328,0.3493282,0.011527538,0.048454527,0.101190895,0.0009534359
1.75,0.089339845,0.19629392,0.00064998865,0.15986009,0.35123816,0.003593564,0.040887177,0.08983566,3.093481e-05,0.08895274,0.19515549,0.0065788627,0.15854055,0.3478258,0.018852353,0.041009396,0.08997147,0.004995942,0.09364384,0.19960006,0.0014795661,0.16329524,0.3480607,0.010590613,0.04610347,0.098268665,0.0006967187
2.0,0.10071318,0.22542419,0.00035321712,0.16268216,0.36412805,0.0033133626,0.04471998,0.100095786,-0.00072205067,0.10033349,0.22432949,0.007657826,0.16134495,0.36074126,0.020893812,0.04501846,0.10065401,0.0009214878,0.10535031,0.22923267,0.0030226707,0.16874114,0.36716533,0.010620534,0.048910063,0.10642384,0.00034558773
2.25,0.10377749,0.23653951,0.0008223653,0.15785907,0.3598074,0.0032950044,0.046843708,0.10677063,2.5570393e-05,0.103360884,0.23543262,0.008569598,0.15651605,0.35650802,0.017109632,0.04710286,0.10728962,0.0011402965,0.1076607,0.23919198,0.003189981,0.16321507,0.36261827,0.010058463,0.050346237,0.11185526,0.00061684847
